-0.001103482	0.06702077	0.073436454	-0.10826056	0.08794221	0.05156057	0.092096224	0.025363835	-0.02498711	0.0047758813	-0.12699491	0.010310871	0.019436544	-0.071065664	0.10959632	0.19156875
0.07741663	0.014382589	-0.012337424	-0.09878377	0.07150094	0.056104083	0.059973672	-0.04844793	-0.0027370858	0.091853715	-0.10966542	0.032829233	-0.0034420313	-0.015482521	0.1492051	0.2306257
-0.015597701	-0.08442582	0.016610786	-0.050129123	0.043280404	0.083639614	0.06712232	-0.0062007057	-0.037818216	0.08358108	-0.050167188	0.1505454	-0.0073338957	-0.09207846	0.20539436	0.20684116
0.09628487	-0.04755016	0.030397981	-0.12932846	0.037134938	0.0835375	0.14168917	0.044588048	-0.053865213	-0.03096004	-0.17321974	0.076133	0.003903675	0.05800462	0.106564105	0.18421322
-0.03604506	0.04485017	0.071259126	-0.09648489	0.042443953	0.05168896	0.01636957	0.025852665	-0.033593543	0.0021144361	-0.17100325	0.044550624	0.037210822	-0.06017073	0.15797985	0.21764493
0.075749226	0.09924448	0.08109417	-0.11343097	0.08176056	0.039063748	0.10784632	0.036991462	-0.05432865	0.10260409	-0.049910747	0.078635275	-0.042741157	0.045562234	0.16917883	0.047654923
-0.00912472	0.013775141	0.047508925	-0.18022269	0.069149286	-0.04583015	0.06286884	-0.076908976	0.009971047	0.034894027	-0.0890588	0.015645355	-0.042929962	-0.07951287	0.22169265	0.10862491
0.002933894	0.0036849012	-0.0052325805	-0.06117098	0.112584345	0.094431825	0.15569891	0.04984176	0.050199497	0.004682997	-0.053848084	0.08364903	-0.025288206	-0.061193172	0.20370488	0.11680432
0.07844284	-0.043065466	0.076471075	-0.037521735	0.036491893	0.049032714	0.115639165	-0.02957686	-0.046266545	0.06719899	-0.065099515	0.058378607	-0.08232636	-0.10490728	0.027997976	0.066130005
0.017117875	0.018932452	0.05706554	-0.088835746	0.040672686	0.061130386	0.04838306	-0.022140995	0.03816693	-0.01349012	-0.13202648	0.06823094	-0.0065752654	0.052265752	-0.005599846	0.09930307
0.07111081	0.01195092	0.041109964	-0.20708002	0.1418259	0.012626492	0.026858147	0.0616165	0.04715141	0.108396195	-0.13945273	0.03703989	-0.01181423	0.007074541	0.19201414	0.19704667
0.05092335	0.028783645	-0.043778762	-0.025883192	0.07262164	0.03533036	0.043547392	0.012060612	-0.02074481	-0.070291735	-0.08206208	0.047191285	0.09540258	-0.026248707	0.04808104	0.0033664056
0.124245845	0.047715183	0.05913893	-0.16354448	0.010750814	0.013001297	0.058508977	0.027885525	-0.16511102	0.08552532	-0.013136312	-0.010302833	-0.024741275	0.061486993	0.12856941	0.09577772
-0.11669717	0.010887503	-0.10910047	-0.06094459	0.05244627	-0.009646871	-0.0012202691	0.04780144	-0.016782273	0.019552551	-0.015034653	0.044389054	0.021120263	0.08968859	0.09385905	0.016342651
0.1371201	-0.025492774	0.008964752	-0.12674826	0.07009201	-0.01390521	0.2070184	-0.029870579	-0.0903589	0.028456168	-0.09486225	0.06923317	0.006341807	0.00047654693	-0.0153354835	0.22324288
0.028283523	-0.04559747	0.017440371	-0.12116949	0.1336003	0.001449094	-0.006041122	-0.040149063	-0.08804741	0.025401117	-0.03447322	0.013681126	-0.02315104	-0.05359103	0.054445755	0.1315856
0.09225866	-0.010286501	0.060433034	-0.095666885	0.0318811	0.03586534	-0.041558806	0.030794648	0.061849657	0.020834204	-0.11373295	0.017424751	-0.0026720946	0.011932291	0.15961939	0.08829646
0.14256963	0.074174054	0.074207604	-0.0654738	-0.06995011	-0.03022397	0.0874073	0.13704774	0.052086227	0.007029431	0.003983734	0.109812304	0.015982494	0.005739006	0.10233405	0.058461133
0.01931395	0.004687581	0.0276286	-0.129297	0.024208982	0.021625513	0.13144527	0.02586158	0.07603411	0.008396224	-0.26428407	-0.04446046	0.04523786	0.04463419	0.07768245	0.086042665
0.0761895	0.022268903	0.026490683	0.019738674	0.050107636	0.092095084	0.10790855	-0.033305865	0.013408739	-0.00034505353	-0.112059906	0.067373954	-0.010396414	-0.033752065	0.19127007	0.10991219
-0.07910304	0.024981806	0.023124168	-0.044526793	0.13917257	0.14379473	0.06772071	-0.02148061	0.02455156	-0.11457028	-0.0069027203	0.025139822	-0.038757596	0.043696012	-0.0020721247	0.037844613
-0.045961224	0.04210591	0.055091992	0.008658109	0.16194826	0.04523589	-0.124701634	0.067556165	-0.07014013	-0.087906405	-0.07133879	0.015003898	-0.083337374	0.04785564	-0.015535835	0.15670235
0.03754471	-0.0603898	0.12526931	-0.09879449	-0.03248037	0.028045228	0.06296658	-0.10685252	-0.049463283	0.08025934	-0.15818705	0.09855519	0.012134473	-0.123482294	-0.049152333	0.09659362
0.06831357	0.06424052	0.0074988836	-0.0061664097	0.007652568	0.027423555	0.067054525	-0.019473642	0.0048459335	-0.06058994	-0.031617135	0.028831672	-0.014116051	0.046519626	0.06601042	0.044446733
-0.04726682	0.0029594223	-0.07875966	-0.12886508	-0.02224951	-0.0032327685	0.064169616	0.015108416	-0.096230134	0.0047814106	-0.008867561	0.05541202	0.028518852	-0.09392151	0.108871706	0.027995337
